id	name	kind	branch	slot	tier	power	price	weight	durability	range	interval	set	effect	capacity	carryBonus	stack	speed
eq_0494	精钢·夜行皮帽	Armor	leather	Head	1	4	31	3	130	0	0	夜行套		0	0	1	0.4
eq_0495	精钢·夜行皮甲	Armor	leather	Chest	1	8	47	7	130	0	0	夜行套		0	0	1	0.4
eq_0496	精钢·夜行皮裹腿	Armor	leather	Legs	1	6	39	4	130	0	0	夜行套		0	0	1	0.4
eq_0497	精钢·荒野皮帽	Armor	leather	Head	1	4	31	3	130	0	0	荒野套		0	0	1	0.4
eq_0498	精钢·荒野皮甲	Armor	leather	Chest	1	8	47	7	130	0	0	荒野套		0	0	1	0.4
eq_0499	精钢·荒野皮裹腿	Armor	leather	Legs	1	6	39	4	130	0	0	荒野套		0	0	1	0.4
eq_0500	精钢·狡狐皮帽	Armor	leather	Head	1	4	31	3	130	0	0	狡狐套		0	0	1	0.4
eq_0501	精钢·狡狐皮甲	Armor	leather	Chest	1	8	47	7	130	0	0	狡狐套		0	0	1	0.4
eq_0502	精钢·狡狐皮裹腿	Armor	leather	Legs	1	6	39	4	130	0	0	狡狐套		0	0	1	0.4
eq_0503	精钢·苍狼皮帽	Armor	leather	Head	1	4	31	3	130	0	0	苍狼套		0	0	1	0.4
eq_0504	精钢·苍狼皮甲	Armor	leather	Chest	1	8	47	7	130	0	0	苍狼套		0	0	1	0.4
eq_0505	精钢·苍狼皮裹腿	Armor	leather	Legs	1	6	39	4	130	0	0	苍狼套		0	0	1	0.4
eq_0506	鎏金·猎手皮帽	Armor	leather	Head	2	5	35	3	170	0	0	猎手套		0	0	1	0.4
eq_0507	鎏金·猎手皮甲	Armor	leather	Chest	2	11	59	7	170	0	0	猎手套		0	0	1	0.4
eq_0508	鎏金·猎手皮裹腿	Armor	leather	Legs	2	8	47	4	170	0	0	猎手套		0	0	1	0.4
eq_0509	鎏金·夜行皮帽	Armor	leather	Head	2	5	35	3	170	0	0	夜行套		0	0	1	0.4
eq_0510	鎏金·夜行皮甲	Armor	leather	Chest	2	11	59	7	170	0	0	夜行套		0	0	1	0.4
eq_0511	鎏金·夜行皮裹腿	Armor	leather	Legs	2	8	47	4	170	0	0	夜行套		0	0	1	0.4
eq_0512	鎏金·荒野皮帽	Armor	leather	Head	2	5	35	3	170	0	0	荒野套		0	0	1	0.4
eq_0513	鎏金·荒野皮甲	Armor	leather	Chest	2	10	55	7	170	0	0	荒野套		0	0	1	0.4
eq_0514	鎏金·荒野皮裹腿	Armor	leather	Legs	2	8	47	4	170	0	0	荒野套		0	0	1	0.4
eq_0515	鎏金·狡狐皮帽	Armor	leather	Head	2	5	35	3	170	0	0	狡狐套		0	0	1	0.4
eq_0516	鎏金·狡狐皮甲	Armor	leather	Chest	2	10	55	7	170	0	0	狡狐套		0	0	1	0.4
eq_0517	鎏金·狡狐皮裹腿	Armor	leather	Legs	2	8	47	4	170	0	0	狡狐套		0	0	1	0.4
eq_0518	鎏金·苍狼皮帽	Armor	leather	Head	2	5	35	3	170	0	0	苍狼套		0	0	1	0.4
eq_0519	鎏金·苍狼皮甲	Armor	leather	Chest	2	10	55	7	170	0	0	苍狼套		0	0	1	0.4
eq_0520	鎏金·苍狼皮裹腿	Armor	leather	Legs	2	7	43	4	170	0	0	苍狼套		0	0	1	0.4
eq_0521	秘银·猎手皮帽	Armor	leather	Head	3	7	43	3	220	0	0	猎手套		0	0	1	0.4
eq_0522	秘银·猎手皮甲	Armor	leather	Chest	3	14	71	7	220	0	0	猎手套		0	0	1	0.4
eq_0523	秘银·猎手皮裹腿	Armor	leather	Legs	3	10	55	4	220	0	0	猎手套		0	0	1	0.4
eq_0524	秘银·夜行皮帽	Armor	leather	Head	3	7	43	3	220	0	0	夜行套		0	0	1	0.4
eq_0525	秘银·夜行皮甲	Armor	leather	Chest	3	14	71	7	220	0	0	夜行套		0	0	1	0.4
eq_0526	秘银·夜行皮裹腿	Armor	leather	Legs	3	10	55	4	220	0	0	夜行套		0	0	1	0.4
eq_0527	秘银·荒野皮帽	Armor	leather	Head	3	7	43	3	220	0	0	荒野套		0	0	1	0.4
eq_0528	秘银·荒野皮甲	Armor	leather	Chest	3	13	67	7	220	0	0	荒野套		0	0	1	0.4
eq_0529	秘银·荒野皮裹腿	Armor	leather	Legs	3	10	55	4	220	0	0	荒野套		0	0	1	0.4
eq_0530	秘银·狡狐皮帽	Armor	leather	Head	3	7	43	3	220	0	0	狡狐套		0	0	1	0.4
eq_0531	秘银·狡狐皮甲	Armor	leather	Chest	3	13	67	7	220	0	0	狡狐套		0	0	1	0.4
eq_0532	秘银·狡狐皮裹腿	Armor	leather	Legs	3	10	55	4	220	0	0	狡狐套		0	0	1	0.4
eq_0533	秘银·苍狼皮帽	Armor	leather	Head	3	7	43	3	220	0	0	苍狼套		0	0	1	0.4
eq_0534	秘银·苍狼皮甲	Armor	leather	Chest	3	13	67	7	220	0	0	苍狼套		0	0	1	0.4
eq_0535	秘银·苍狼皮裹腿	Armor	leather	Legs	3	10	55	4	220	0	0	苍狼套		0	0	1	0.4
eq_0536	龙裔·猎手皮帽	Armor	leather	Head	4	10	55	3	300	0	0	猎手套		0	0	1	0.4
eq_0537	龙裔·猎手皮甲	Armor	leather	Chest	4	19	91	7	300	0	0	猎手套		0	0	1	0.4
eq_0538	龙裔·猎手皮裹腿	Armor	leather	Legs	4	14	71	4	300	0	0	猎手套		0	0	1	0.4
eq_0539	龙裔·夜行皮帽	Armor	leather	Head	4	9	51	3	300	0	0	夜行套		0	0	1	0.4
eq_0540	龙裔·夜行皮甲	Armor	leather	Chest	4	19	91	7	300	0	0	夜行套		0	0	1	0.4
eq_0541	龙裔·夜行皮裹腿	Armor	leather	Legs	4	14	71	4	300	0	0	夜行套		0	0	1	0.4
eq_0542	龙裔·荒野皮帽	Armor	leather	Head	4	9	51	3	300	0	0	荒野套		0	0	1	0.4
eq_0543	龙裔·荒野皮甲	Armor	leather	Chest	4	18	87	7	300	0	0	荒野套		0	0	1	0.4
eq_0544	龙裔·荒野皮裹腿	Armor	leather	Legs	4	14	71	4	300	0	0	荒野套		0	0	1	0.4
eq_0545	龙裔·狡狐皮帽	Armor	leather	Head	4	9	51	3	300	0	0	狡狐套		0	0	1	0.4
eq_0546	龙裔·狡狐皮甲	Armor	leather	Chest	4	18	87	7	300	0	0	狡狐套		0	0	1	0.4
eq_0547	龙裔·狡狐皮裹腿	Armor	leather	Legs	4	13	67	4	300	0	0	狡狐套		0	0	1	0.4
eq_0548	龙裔·苍狼皮帽	Armor	leather	Head	4	9	51	3	300	0	0	苍狼套		0	0	1	0.4
eq_0549	龙裔·苍狼皮甲	Armor	leather	Chest	4	18	87	7	300	0	0	苍狼套		0	0	1	0.4
eq_0550	龙裔·苍狼皮裹腿	Armor	leather	Legs	4	13	67	4	300	0	0	苍狼套		0	0	1	0.4
eq_0551	粗制·学徒法帽	Armor	robe	Head	0	2	23	2	100	0	0	学徒套		0	0	1	0
eq_0552	粗制·学徒法袍	Armor	robe	Chest	0	4	31	4	100	0	0	学徒套		0	0	1	0
eq_0553	粗制·学徒秘纹护腿	Armor	robe	Legs	0	3	27	2	100	0	0	学徒套		0	0	1	0
eq_0554	粗制·星辰法帽	Armor	robe	Head	0	2	23	2	100	0	0	星辰套		0	0	1	0
eq_0555	粗制·星辰法袍	Armor	robe	Chest	0	4	31	4	100	0	0	星辰套		0	0	1	0
eq_0556	粗制·星辰秘纹护腿	Armor	robe	Legs	0	3	27	2	100	0	0	星辰套		0	0	1	0
eq_0557	粗制·秘法法帽	Armor	robe	Head	0	2	23	2	100	0	0	秘法套		0	0	1	0
eq_0558	粗制·秘法法袍	Armor	robe	Chest	0	4	31	4	100	0	0	秘法套		0	0	1	0
eq_0559	粗制·秘法秘纹护腿	Armor	robe	Legs	0	3	27	2	100	0	0	秘法套		0	0	1	0
eq_0560	粗制·贤者法帽	Armor	robe	Head	0	2	23	2	100	0	0	贤者套		0	0	1	0
eq_0561	粗制·贤者法袍	Armor	robe	Chest	0	4	31	4	100	0	0	贤者套		0	0	1	0
eq_0562	粗制·贤者秘纹护腿	Armor	robe	Legs	0	3	27	2	100	0	0	贤者套		0	0	1	0
eq_0563	粗制·黄昏法帽	Armor	robe	Head	0	2	23	2	100	0	0	黄昏套		0	0	1	0
eq_0564	粗制·黄昏法袍	Armor	robe	Chest	0	4	31	4	100	0	0	黄昏套		0	0	1	0
eq_0565	粗制·黄昏秘纹护腿	Armor	robe	Legs	0	3	27	2	100	0	0	黄昏套		0	0	1	0
eq_0566	精钢·学徒法帽	Armor	robe	Head	1	3	27	2	130	0	0	学徒套		0	0	1	0
eq_0567	精钢·学徒法袍	Armor	robe	Chest	1	5	35	4	130	0	0	学徒套		0	0	1	0
eq_0568	精钢·学徒秘纹护腿	Armor	robe	Legs	1	4	31	2	130	0	0	学徒套		0	0	1	0
eq_0569	精钢·星辰法帽	Armor	robe	Head	1	3	27	2	130	0	0	星辰套		0	0	1	0
eq_0570	精钢·星辰法袍	Armor	robe	Chest	1	5	35	4	130	0	0	星辰套		0	0	1	0
eq_0571	精钢·星辰秘纹护腿	Armor	robe	Legs	1	4	31	2	130	0	0	星辰套		0	0	1	0
eq_0572	精钢·秘法法帽	Armor	robe	Head	1	3	27	2	130	0	0	秘法套		0	0	1	0
eq_0573	精钢·秘法法袍	Armor	robe	Chest	1	5	35	4	130	0	0	秘法套		0	0	1	0
eq_0574	精钢·秘法秘纹护腿	Armor	robe	Legs	1	4	31	2	130	0	0	秘法套		0	0	1	0
eq_0575	精钢·贤者法帽	Armor	robe	Head	1	3	27	2	130	0	0	贤者套		0	0	1	0
eq_0576	精钢·贤者法袍	Armor	robe	Chest	1	5	35	4	130	0	0	贤者套		0	0	1	0
eq_0577	精钢·贤者秘纹护腿	Armor	robe	Legs	1	4	31	2	130	0	0	贤者套		0	0	1	0
eq_0578	精钢·黄昏法帽	Armor	robe	Head	1	3	27	2	130	0	0	黄昏套		0	0	1	0
eq_0579	精钢·黄昏法袍	Armor	robe	Chest	1	5	35	4	130	0	0	黄昏套		0	0	1	0
eq_0580	精钢·黄昏秘纹护腿	Armor	robe	Legs	1	4	31	2	130	0	0	黄昏套		0	0	1	0
eq_0581	鎏金·学徒法帽	Armor	robe	Head	2	4	31	2	170	0	0	学徒套		0	0	1	0
eq_0582	鎏金·学徒法袍	Armor	robe	Chest	2	7	43	4	170	0	0	学徒套		0	0	1	0
eq_0583	鎏金·学徒秘纹护腿	Armor	robe	Legs	2	5	35	2	170	0	0	学徒套		0	0	1	0
eq_0584	鎏金·星辰法帽	Armor	robe	Head	2	4	31	2	170	0	0	星辰套		0	0	1	0
eq_0585	鎏金·星辰法袍	Armor	robe	Chest	2	7	43	4	170	0	0	星辰套		0	0	1	0
eq_0586	鎏金·星辰秘纹护腿	Armor	robe	Legs	2	5	35	2	170	0	0	星辰套		0	0	1	0
eq_0587	鎏金·秘法法帽	Armor	robe	Head	2	4	31	2	170	0	0	秘法套		0	0	1	0
eq_0588	鎏金·秘法法袍	Armor	robe	Chest	2	7	43	4	170	0	0	秘法套		0	0	1	0
eq_0589	鎏金·秘法秘纹护腿	Armor	robe	Legs	2	5	35	2	170	0	0	秘法套		0	0	1	0
eq_0590	鎏金·贤者法帽	Armor	robe	Head	2	4	31	2	170	0	0	贤者套		0	0	1	0
eq_0591	鎏金·贤者法袍	Armor	robe	Chest	2	7	43	4	170	0	0	贤者套		0	0	1	0
eq_0592	鎏金·贤者秘纹护腿	Armor	robe	Legs	2	5	35	2	170	0	0	贤者套		0	0	1	0
eq_0593	鎏金·黄昏法帽	Armor	robe	Head	2	3	27	2	170	0	0	黄昏套		0	0	1	0
eq_0594	鎏金·黄昏法袍	Armor	robe	Chest	2	7	43	4	170	0	0	黄昏套		0	0	1	0
eq_0595	鎏金·黄昏秘纹护腿	Armor	robe	Legs	2	5	35	2	170	0	0	黄昏套		0	0	1	0
eq_0596	秘银·学徒法帽	Armor	robe	Head	3	5	35	2	220	0	0	学徒套		0	0	1	0
eq_0597	秘银·学徒法袍	Armor	robe	Chest	3	9	51	4	220	0	0	学徒套		0	0	1	0
eq_0598	秘银·学徒秘纹护腿	Armor	robe	Legs	3	7	43	2	220	0	0	学徒套		0	0	1	0
eq_0599	秘银·星辰法帽	Armor	robe	Head	3	5	35	2	220	0	0	星辰套		0	0	1	0
eq_0600	秘银·星辰法袍	Armor	robe	Chest	3	9	51	4	220	0	0	星辰套		0	0	1	0
eq_0601	秘银·星辰秘纹护腿	Armor	robe	Legs	3	7	43	2	220	0	0	星辰套		0	0	1	0
eq_0602	秘银·秘法法帽	Armor	robe	Head	3	5	35	2	220	0	0	秘法套		0	0	1	0
eq_0603	秘银·秘法法袍	Armor	robe	Chest	3	9	51	4	220	0	0	秘法套		0	0	1	0
eq_0604	秘银·秘法秘纹护腿	Armor	robe	Legs	3	7	43	2	220	0	0	秘法套		0	0	1	0
eq_0605	秘银·贤者法帽	Armor	robe	Head	3	5	35	2	220	0	0	贤者套		0	0	1	0
eq_0606	秘银·贤者法袍	Armor	robe	Chest	3	9	51	4	220	0	0	贤者套		0	0	1	0
eq_0607	秘银·贤者秘纹护腿	Armor	robe	Legs	3	7	43	2	220	0	0	贤者套		0	0	1	0
eq_0608	秘银·黄昏法帽	Armor	robe	Head	3	4	31	2	220	0	0	黄昏套		0	0	1	0
eq_0609	秘银·黄昏法袍	Armor	robe	Chest	3	9	51	4	220	0	0	黄昏套		0	0	1	0
eq_0610	秘银·黄昏秘纹护腿	Armor	robe	Legs	3	6	39	2	220	0	0	黄昏套		0	0	1	0
eq_0611	龙裔·学徒法帽	Armor	robe	Head	4	6	39	2	300	0	0	学徒套		0	0	1	0
eq_0612	龙裔·学徒法袍	Armor	robe	Chest	4	12	63	4	300	0	0	学徒套		0	0	1	0
eq_0613	龙裔·学徒秘纹护腿	Armor	robe	Legs	4	9	51	2	300	0	0	学徒套		0	0	1	0
eq_0614	龙裔·星辰法帽	Armor	robe	Head	4	6	39	2	300	0	0	星辰套		0	0	1	0
eq_0615	龙裔·星辰法袍	Armor	robe	Chest	4	12	63	4	300	0	0	星辰套		0	0	1	0
eq_0616	龙裔·星辰秘纹护腿	Armor	robe	Legs	4	9	51	2	300	0	0	星辰套		0	0	1	0
eq_0617	龙裔·秘法法帽	Armor	robe	Head	4	6	39	2	300	0	0	秘法套		0	0	1	0
eq_0618	龙裔·秘法法袍	Armor	robe	Chest	4	12	63	4	300	0	0	秘法套		0	0	1	0
eq_0619	龙裔·秘法秘纹护腿	Armor	robe	Legs	4	9	51	2	300	0	0	秘法套		0	0	1	0
eq_0620	龙裔·贤者法帽	Armor	robe	Head	4	6	39	2	300	0	0	贤者套		0	0	1	0
eq_0621	龙裔·贤者法袍	Armor	robe	Chest	4	12	63	4	300	0	0	贤者套		0	0	1	0
eq_0622	龙裔·贤者秘纹护腿	Armor	robe	Legs	4	9	51	2	300	0	0	贤者套		0	0	1	0
eq_0623	龙裔·黄昏法帽	Armor	robe	Head	4	6	39	2	300	0	0	黄昏套		0	0	1	0
eq_0624	龙裔·黄昏法袍	Armor	robe	Chest	4	12	63	4	300	0	0	黄昏套		0	0	1	0
eq_0625	龙裔·黄昏秘纹护腿	Armor	robe	Legs	4	9	51	2	300	0	0	黄昏套		0	0	1	0
rig_canvas	帆布胸挂	Rig		Rig	0	0	80	1	0	0	0			6	0	1	0
rig_tactical	战术胸挂	Rig		Rig	0	0	260	1	0	0	0			8	0	1	0
pack_canvas	帆布背包	Pack		Pack	0	0	120	1	0	0	0			16	0	1	0
pack_explorer	探险背包	Pack		Pack	0	0	420	1	0	0	0			20	15	1	0
potion_hp	小生命药剂	Potion		Weapon	0	40	35	0.5	0	0	0		hp	0	0	99	0
potion_hp_large	大生命药剂	Potion		Weapon	1	100	80	0.5	0	0	0		hp	0	0	99	0
potion_mp	蓝量药剂	Potion		Weapon	0	30	40	0.5	0	0	0		mp	0	0	99	0
potion_attack	狂怒药剂	Potion		Weapon	1	20	90	0.5	0	0	0		attack	0	0	99	0
potion_speed	轻步药剂	Potion		Weapon	1	20	90	0.5	0	0	0		speed	0	0	99	0
potion_defense	铁骨药剂	Potion		Weapon	1	20	90	0.5	0	0	0		defense	0	0	99	0
potion_hp_super	浓缩生命药剂	Potion		Weapon	2	100	100	0.5	0	0	0		hp	0	0	99	0
potion_mp_super	浓缩蓝量药剂	Potion		Weapon	2	50	100	0.5	0	0	0		mp	0	0	99	0
key	地下城钥匙	Key		Weapon	0	0	150	0.2	0	0	0			0	0	99	0
scroll_return	回城卷轴	Scroll		Weapon	1	0	160	0.5	0	0	0		return	0	0	99	0
scroll_fireball	火球卷轴	Scroll		Weapon	1	0	160	0.5	0	0	0		fireball	0	0	99	0
scroll_detect	探测卷轴	Scroll		Weapon	1	0	160	0.5	0	0	0		detect	0	0	99	0
scroll_shield	护盾卷轴	Scroll		Weapon	1	0	160	0.5	0	0	0		shield	0	0	99	0
scroll_strength	力量卷轴	Scroll		Weapon	1	0	160	0.5	0	0	0		strength	0	0	99	0
scroll_cleanse	净化卷轴	Scroll		Weapon	1	0	160	0.5	0	0	0		cleanse	0	0	99	0
ore_0	青铜矿石	Material		Weapon	0	0	20	2	0	0	0			0	0	99	0
relic_0	青铜遗物	Treasure		Weapon	0	0	120	3	0	0	0			0	0	99	0
ore_1	白银矿石	Material		Weapon	1	0	50	2	0	0	0			0	0	99	0
relic_1	白银遗物	Treasure		Weapon	1	0	300	3	0	0	0			0	0	99	0
ore_2	黄金矿石	Material		Weapon	2	0	80	2	0	0	0			0	0	99	0
relic_2	黄金遗物	Treasure		Weapon	2	0	480	3	0	0	0			0	0	99	0
ore_3	钻石矿石	Material		Weapon	3	0	110	2	0	0	0			0	0	99	0
relic_3	钻石遗物	Treasure		Weapon	3	0	660	3	0	0	0			0	0	99	0
ore_4	传说矿石	Material		Weapon	4	0	140	2	0	0	0			0	0	99	0
relic_4	传说遗物	Treasure		Weapon	4	0	840	3	0	0	0			0	0	99	0
